item_id,effect_id,effect_type,mechanic,value,unit,condition,trigger,target_scope,nonhero_behavior,objective_behavior,stacking,max_stacks,duration,cooldown,confidence,source_ids,notes
upgrade_spirit_snatch,eff_spirit_damage,damage,spirit_damage,50,damage,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, the attack deals extra {g:citadel_inline_attribute:'SpiritDamage'} and steals Spirit Resist and Spirit Power.Effects are reduced by 30% for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SpiritDamage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Damage.
upgrade_spirit_snatch,eff_spirit_damage_scaling,damage,spirit_damage_scaling,0.84,spirit_scaling_coefficient,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, the attack deals extra {g:citadel_inline_attribute:'SpiritDamage'} and steals Spirit Resist and Spirit Power.Effects are reduced by 30% for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SpiritDamage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für SpiritDamage. Scale.Type: spirit.
upgrade_spirit_snatch,eff_tech_armor_damage_reduction,defense,tech_armor_damage_reduction,-12,percent,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, the attack deals extra {g:citadel_inline_attribute:'SpiritDamage'} and steals Spirit Resist and Spirit Power.Effects are reduced by 30% for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechArmorDamageReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_spirit_snatch,eff_tech_armor_gain,defense,tech_armor_gain,12,percent,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, the attack deals extra {g:citadel_inline_attribute:'SpiritDamage'} and steals Spirit Resist and Spirit Power.Effects are reduced by 30% for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechArmorGain. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_spirit_snatch,eff_tech_power_reduction,passive,tech_power_reduction,-25,percent,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, the attack deals extra {g:citadel_inline_attribute:'SpiritDamage'} and steals Spirit Resist and Spirit Power.Effects are reduced by 30% for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechPowerReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_spirit_snatch,eff_bonus_melee_damage_percent,damage,bonus_melee_damage_percent,7,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusMeleeDamagePercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Melee Damage.
upgrade_spirit_snatch,eff_bonus_health,healing,bonus_health,75,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_cooldown_reduction,eff_cooldown_reduction,cooldown,cooldown_reduction,20,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,20,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: CooldownReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Cooldown Reduction.
upgrade_cooldown_reduction,eff_out_of_combat_health_regen,healing,out_of_combat_health_regen,4,hp_per_second,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: OutOfCombatHealthRegen. Exposure-Basis: current_default_infobox_label. Wiki-Label: Out of Combat Regen.
upgrade_imbued_duration_extender,eff_bonus_ability_duration_percent,duration,bonus_ability_duration_percent,28,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,28,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusAbilityDurationPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Duration.
upgrade_imbued_duration_extender,eff_bullet_resist,defense,bullet_resist,8,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BulletResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullet Resist.
upgrade_magic_storm,eff_ability_cooldown,cooldown,ability_cooldown,14,seconds,"Quellbedingung (englischer Tooltip): Imbue an ability with permanent Spirit Power. When that ability is used, gain bonus Move Speed and maintain full speed while attacking.",passive_proc_cooldown,Self_or_source_defined,,,,,,14,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_magic_storm,eff_imbued_tech_power,passive,imbued_tech_power,28,spirit_power,"Quellbedingung (englischer Tooltip): Imbue an ability with permanent Spirit Power. When that ability is used, gain bonus Move Speed and maintain full speed while attacking.",passive_item_rule,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: ImbuedTechPower. Exposure-Basis: current_default_infobox_label. Wiki-Label: Imbued Ability Spirit Power.
upgrade_magic_storm,eff_fire_rate_bonus,weapon_operation,fire_rate_bonus,20,percent,"Quellbedingung (englischer Tooltip): Imbue an ability with permanent Spirit Power. When that ability is used, gain bonus Move Speed and maintain full speed while attacking.",passive_item_rule,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: FireRateBonus. Exposure-Basis: current_default_infobox_label. Wiki-Label: Fire Rate Bonus.
upgrade_magic_storm,eff_bonus_move_speed,movement,bonus_move_speed,1.75,m/s,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusMoveSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
upgrade_magic_storm,eff_movement_speed_bonus_duration,duration,movement_speed_bonus_duration,8,seconds,"Quellbedingung (englischer Tooltip): Imbue an ability with permanent Spirit Power. When that ability is used, gain bonus Move Speed and maintain full speed while attacking.",passive_item_rule,Self_or_source_defined,,,,,8,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MovementSpeedBonusDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed Duration.
upgrade_magic_shock,eff_ability_cooldown,cooldown,ability_cooldown,14,seconds,"Quellbedingung (englischer Tooltip): Charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, causing abilities dealing more than 165 damage to deal additional damage. Ignores Spirit Resistance.",passive_proc_cooldown,AllEnemy,,,,,,14,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_magic_shock,eff_damage,damage,damage,40,damage,"Quellbedingung (englischer Tooltip): Charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, causing abilities dealing more than 165 damage to deal additional damage. Ignores Spirit Resistance.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage.
upgrade_magic_shock,eff_ability_charge_up_time,charge_up,ability_charge_up_time,14,seconds,"Quellbedingung (englischer Tooltip): Charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, causing abilities dealing more than 165 damage to deal additional damage. Ignores Spirit Resistance.",passive_item_rule,AllEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityChargeUpTime. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Charge-Up Time.
upgrade_magic_shock,eff_bonus_health,healing,bonus_health,50,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_tech_damage_pulse,eff_ability_cooldown,cooldown,ability_cooldown,1.4,seconds,Quellbedingung (englischer Tooltip): Periodically deals {g:citadel_inline_attribute:'SpiritDamage'} to the closest two enemies nearby.,passive_proc_cooldown,AllEnemy,,,,,,1.4,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_tech_damage_pulse,eff_bonus_health,healing,bonus_health,100,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_tech_damage_pulse,eff_damage_pulse_amount,damage,damage_pulse_amount,25,damage,Quellbedingung (englischer Tooltip): Periodically deals {g:citadel_inline_attribute:'SpiritDamage'} to the closest two enemies nearby.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: DamagePulseAmount. Exposure-Basis: current_default_infobox_label. Wiki-Label: Pulse Damage.
upgrade_tech_damage_pulse,eff_damage_pulse_amount_scaling,damage,damage_pulse_amount_scaling,0.23,spirit_scaling_coefficient,Quellbedingung (englischer Tooltip): Periodically deals {g:citadel_inline_attribute:'SpiritDamage'} to the closest two enemies nearby.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: DamagePulseAmount. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für DamagePulseAmount. Scale.Type: spirit.
upgrade_tech_damage_pulse,eff_damage_pulse_radius,damage,damage_pulse_radius,9,m,Quellbedingung (englischer Tooltip): Periodically deals {g:citadel_inline_attribute:'SpiritDamage'} to the closest two enemies nearby.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: DamagePulseRadius. Exposure-Basis: current_default_infobox_label. Wiki-Label: Pulse Radius.
upgrade_tech_damage_pulse,eff_melee_resist_percent,defense,melee_resist_percent,18,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MeleeResistPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Melee Resist.
upgrade_arctic_blast,eff_ability_cooldown,cooldown,ability_cooldown,24,seconds,"Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'}, Freezing and then Slowing targets it hits.Slowed targets have their stamina regen frozen",item_activation,AllEnemy,,,,,,24,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_arctic_blast,eff_end_radius,active,end_radius,16,m,"Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'}, Freezing and then Slowing targets it hits.Slowed targets have their stamina regen frozen",item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: EndRadius. Exposure-Basis: current_default_infobox_label. Wiki-Label: End Radius.
upgrade_arctic_blast,eff_damage,damage,damage,175,damage,"Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'}, Freezing and then Slowing targets it hits.Slowed targets have their stamina regen frozen",item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage.
upgrade_arctic_blast,eff_damage_scaling,damage,damage_scaling,0.6975,spirit_scaling_coefficient,"Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'}, Freezing and then Slowing targets it hits.Slowed targets have their stamina regen frozen",item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für Damage. Scale.Type: spirit.
upgrade_arctic_blast,eff_tech_resist,defense,tech_resist,10,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_arctic_blast,eff_freeze_duration,duration,freeze_duration,1,seconds,"Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'}, Freezing and then Slowing targets it hits.Slowed targets have their stamina regen frozen",item_activation,AllEnemy,,,,,1,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: FreezeDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Freeze Duration.
upgrade_boundless_spirit,eff_tech_power,passive,tech_power,30,spirit_power,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechPower. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_boundless_spirit,eff_bonus_health,healing,bonus_health,75,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_boundless_spirit,eff_out_of_combat_health_regen,healing,out_of_combat_health_regen,4,hp_per_second,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: OutOfCombatHealthRegen. Exposure-Basis: current_default_infobox_label. Wiki-Label: Out of Combat Regen.
upgrade_boundless_spirit,eff_tech_power_percent,passive,tech_power_percent,15,percent,Item-spezifische Bedingung ist im strukturierten Datensatz nicht als eigenes Feld dokumentiert.,passive_item_rule,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechPowerPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_glitch,eff_ability_cooldown,cooldown,ability_cooldown,55,seconds,"Quellbedingung (englischer Tooltip): Curses an enemy - interrupting, Silencing, Disarming, and preventing item usage. Removes all non-ultimate buffs.Your own Damage Output is reduced for the duration.",item_activation,HeroEnemy,,,,,,55,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_glitch,eff_ability_duration,duration,ability_duration,3.25,seconds,"Quellbedingung (englischer Tooltip): Curses an enemy - interrupting, Silencing, Disarming, and preventing item usage. Removes all non-ultimate buffs.Your own Damage Output is reduced for the duration.",item_activation,HeroEnemy,,,,,3.25,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_glitch,eff_ability_cast_range,active,ability_cast_range,20,m,"Quellbedingung (englischer Tooltip): Curses an enemy - interrupting, Silencing, Disarming, and preventing item usage. Removes all non-ultimate buffs.Your own Damage Output is reduced for the duration.",item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastRange. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cast Range.
upgrade_glitch,eff_ability_cast_delay,active,ability_cast_delay,0.1,seconds,"Quellbedingung (englischer Tooltip): Curses an enemy - interrupting, Silencing, Disarming, and preventing item usage. Removes all non-ultimate buffs.Your own Damage Output is reduced for the duration.",item_activation,HeroEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastDelay. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cast Delay.
upgrade_glitch,eff_outgoing_damage_penalty_percent,damage,outgoing_damage_penalty_percent,-25,percent,"Quellbedingung (englischer Tooltip): Curses an enemy - interrupting, Silencing, Disarming, and preventing item usage. Removes all non-ultimate buffs.Your own Damage Output is reduced for the duration.",item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: OutgoingDamagePenaltyPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage Penalty.
upgrade_ability_power_shard,eff_ability_cooldown,cooldown,ability_cooldown,30,seconds,Item-spezifische Bedingung ist im strukturierten Datensatz nicht als eigenes Feld dokumentiert.,item_activation,Self_or_source_defined,,,,,,30,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cooldown.
upgrade_ability_power_shard,eff_ability_post_cast_duration,duration,ability_post_cast_duration,0.5,seconds,Item-spezifische Bedingung ist im strukturierten Datensatz nicht als eigenes Feld dokumentiert.,item_activation,Self_or_source_defined,,,,,0.5,,medium,"[""SRC-0004""]",Rohfeld: AbilityPostCastDuration. Exposure-Basis: structured_timing_or_target_field.
upgrade_ability_power_shard,eff_tech_resist,defense,tech_resist,5,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_ability_power_shard,eff_bullet_resist,defense,bullet_resist,5,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BulletResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullet Resist.
upgrade_escalating_exposure,eff_ability_duration,duration,ability_duration,12,seconds,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} applies a stacking Spirit Amp that increases your {g:citadel_inline_attribute:'SpiritDamage'} to the target.,passive_item_rule,AllEnemy,,,,,12,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_escalating_exposure,eff_proc_cooldown,cooldown,proc_cooldown,0.7,seconds,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} applies a stacking Spirit Amp that increases your {g:citadel_inline_attribute:'SpiritDamage'} to the target.,proc,AllEnemy,,,,,,0.7,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: ProcCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Max Frequency.
upgrade_escalating_exposure,eff_magic_increase_per_stack,stacking,magic_increase_per_stack,4.5,percent,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} applies a stacking Spirit Amp that increases your {g:citadel_inline_attribute:'SpiritDamage'} to the target.,stack_change,AllEnemy,,,pro_stack,12,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MagicIncreasePerStack. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Amp per Stack.
upgrade_escalating_exposure,eff_tech_resist,defense,tech_resist,17,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_escalating_exposure,eff_max_stacks,stacking,max_stacks,12,count,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} applies a stacking Spirit Amp that increases your {g:citadel_inline_attribute:'SpiritDamage'} to the target.,stack_change,AllEnemy,,,stack_limit,12,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MaxStacks. Exposure-Basis: current_default_infobox_label. Wiki-Label: Max Stacks.
upgrade_escalating_exposure,eff_tech_armor_damage_reduction,defense,tech_armor_damage_reduction,-8,percent,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} applies a stacking Spirit Amp that increases your {g:citadel_inline_attribute:'SpiritDamage'} to the target.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechArmorDamageReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_self_bubble,eff_ability_cooldown,cooldown,ability_cooldown,37,seconds,"Quellbedingung (englischer Tooltip): You enter a void state and become untargetable and invincible for a short duration, during which you float slowly and cannot perform actions. Afterwards you gain Spirit Power, Move Speed, and Spirit Resist.Can be canceled early.Activation cancels any active ability.",item_activation,Self_or_source_defined,,,,,,37,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_self_bubble,eff_ability_duration,duration,ability_duration,4,seconds,"Quellbedingung (englischer Tooltip): You enter a void state and become untargetable and invincible for a short duration, during which you float slowly and cannot perform actions. Afterwards you gain Spirit Power, Move Speed, and Spirit Resist.Can be canceled early.Activation cancels any active ability.",item_activation,Self_or_source_defined,,,,,4,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_self_bubble,eff_buff_duration,duration,buff_duration,5,seconds,"Quellbedingung (englischer Tooltip): You enter a void state and become untargetable and invincible for a short duration, during which you float slowly and cannot perform actions. Afterwards you gain Spirit Power, Move Speed, and Spirit Resist.Can be canceled early.Activation cancels any active ability.",item_activation,Self_or_source_defined,,,,,5,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BuffDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Buff Duration.
upgrade_self_bubble,eff_tech_resist,defense,tech_resist,30,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_self_bubble,eff_bonus_spirit,active,bonus_spirit,20,spirit_power,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusSpirit. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_self_bubble,eff_float_move_speed,movement,float_move_speed,2.5,m/s,"Quellbedingung (englischer Tooltip): You enter a void state and become untargetable and invincible for a short duration, during which you float slowly and cannot perform actions. Afterwards you gain Spirit Power, Move Speed, and Spirit Resist.Can be canceled early.Activation cancels any active ability.",item_activation,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: FloatMoveSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Float Speed.
upgrade_self_bubble,eff_bonus_move_speed,movement,bonus_move_speed,3,m/s,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusMoveSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
upgrade_focus_lens,eff_ability_cooldown,cooldown,ability_cooldown,45,seconds,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,45,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_focus_lens,eff_ability_duration,duration,ability_duration,4.5,seconds,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,4.5,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_focus_lens,eff_ability_cast_range,active,ability_cast_range,20,m,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastRange. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cast Range.
upgrade_focus_lens,eff_ability_cast_delay,active,ability_cast_delay,0.1,seconds,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastDelay. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cast Delay.
upgrade_focus_lens,eff_percent_damage,damage,percent_damage,30,percent,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: PercentDamage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage On Expire.
upgrade_focus_lens,eff_bonus_fire_rate,weapon_operation,bonus_fire_rate,10,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusFireRate. Exposure-Basis: current_default_infobox_label. Wiki-Label: Fire Rate.
upgrade_focus_lens,eff_magic_resist_reduction,defense,magic_resist_reduction,-9,percent,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MagicResistReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_focus_lens,eff_tech_power_reduction,active,tech_power_reduction,-30,percent,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechPowerReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_focus_lens,eff_resist_reduction_duration,duration,resist_reduction_duration,12,seconds,Quellbedingung (englischer Tooltip): Target an enemy to Silence them. A portion of all damage dealt during the silence gets applied to the target when the silence wears off.,item_activation,HeroEnemy,,,,,12,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: ResistReductionDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Resist Reduction Duration.
upgrade_ultimate_burst,eff_ability_duration,duration,ability_duration,2,seconds,Quellbedingung (englischer Tooltip): Damage from your ultimate applies a {g:citadel_inline_attribute:'Stun'} and deals {g:citadel_inline_attribute:'BonusSpiritDamage'} after a short delay.,passive_item_rule,AllEnemy,,,,,2,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_ultimate_burst,eff_damage,damage,damage,150,damage,Quellbedingung (englischer Tooltip): Damage from your ultimate applies a {g:citadel_inline_attribute:'Stun'} and deals {g:citadel_inline_attribute:'BonusSpiritDamage'} after a short delay.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage.
upgrade_ultimate_burst,eff_slow_percent,passive,slow_percent,80,percent,Quellbedingung (englischer Tooltip): Damage from your ultimate applies a {g:citadel_inline_attribute:'Stun'} and deals {g:citadel_inline_attribute:'BonusSpiritDamage'} after a short delay.,passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SlowPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
