interaction_id,hero_id,ability_id,ability_effect_reference,other_entity_type,other_entity_id,interaction_type,mechanic,behavior,value,unit,condition,target_scope,test_status,verified_patch,confidence,source_ids,notes
HINT-0069,shiv,shiv_slice_and_dice,shiv_slice_and_dice::max_cooldown_reductions_from_hits,global_mechanic,cooldown_rules,special_case,max_cooldown_reductions_from_hits,Explizites strukturiertes Sonderfeld für diese Ziel- oder Regelklasse.,,percent,unlocked or modified by tier 3,ability-defined,structured_data,Minor Update - 08-22-2026,medium,"[""HSRC-0004""]","Keine darüber hinausgehende Item-, Proc- oder Objective-Wirkung abgeleitet."
HINT-0070,venator,venator_consecrating_grenade,venator_consecrating_grenade::ability_charges,global_mechanic,ability_charge_rules,special_case,ability_charges,Explizites strukturiertes Sonderfeld für diese Ziel- oder Regelklasse.,,charges,unlocked or modified by tier 3,ability-defined,structured_data,Minor Update - 08-22-2026,medium,"[""HSRC-0004""]","Keine darüber hinausgehende Item-, Proc- oder Objective-Wirkung abgeleitet."
HINT-0071,viscous,viscous_the_cube,viscous_the_cube::stamina_cooldown_reduction,global_mechanic,cooldown_rules,special_case,stamina_cooldown_reduction,Explizites strukturiertes Sonderfeld für diese Ziel- oder Regelklasse.,,percent,unlocked or modified by tier 1,ability-defined,structured_data,Minor Update - 08-22-2026,medium,"[""HSRC-0004""]","Keine darüber hinausgehende Item-, Proc- oder Objective-Wirkung abgeleitet."
HINT-0072,yamato,yamato_flying_slash,yamato_flying_slash::ability_charges,global_mechanic,ability_charge_rules,special_case,ability_charges,Explizites strukturiertes Sonderfeld für diese Ziel- oder Regelklasse.,,charges,unlocked or modified by tier 3,ability-defined,structured_data,Minor Update - 08-22-2026,medium,"[""HSRC-0004""]","Keine darüber hinausgehende Item-, Proc- oder Objective-Wirkung abgeleitet."
HINT-0073,bebop,bebop_exploding_uppercut,bebop_exploding_uppercut::uppercut_damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0074,bebop,bebop_exploding_uppercut,bebop_exploding_uppercut::uppercut_damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0075,bebop,bebop_grapple_arm,bebop_grapple_arm::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0076,bebop,bebop_grapple_arm,bebop_grapple_arm::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0077,billy,billy_bashdown,billy_bashdown::melee_damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0078,billy,billy_bashdown,billy_bashdown::melee_damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0079,calico,calico_leaping_slash,calico_leaping_slash::impact_damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0080,calico,calico_leaping_slash,calico_leaping_slash::impact_damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0081,drifter,drifter_rend,drifter_rend::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0082,drifter,drifter_rend,drifter_rend::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0083,silver,silver_go_for_the_throat,silver_go_for_the_throat::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0084,silver,silver_go_for_the_throat,silver_go_for_the_throat::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0085,silver,silver_mauling_leap,silver_mauling_leap::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0086,silver,silver_mauling_leap,silver_mauling_leap::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0087,viscous,viscous_puddle_punch,viscous_puddle_punch::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0088,viscous,viscous_puddle_punch,viscous_puddle_punch::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0089,yamato,yamato_flying_slash,yamato_flying_slash::damage,item_effect,upgrade_acolytes_glove::eff_spirit_damage,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Spirit Strike als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0090,yamato,yamato_flying_slash,yamato_flying_slash::damage,item_effect,upgrade_lifestrike_gauntlets::eff_lifestrike_heal,triggers,melee_effect_trigger,Die Fähigkeit verursacht laut Abilities-Seite Melee Damage und wendet dadurch Melee Lifesteal als dem Melee zugeordneten Effekt an.,true,boolean,ability melee-damage component hits,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]",Explizite Wiki-Regel; keine allgemeine Item-Synergieempfehlung.
HINT-0091,billy,billy_bashdown,billy_bashdown::counts_as_heavy_melee,item_effect,upgrade_melee_charge::eff_bonus_heavy_melee_damage,triggers,heavy_melee_effect_trigger,Das Upgrade wandelt den Melee-Anteil in Heavy Melee um und kann dadurch den dokumentierten Heavy-Melee-Effekt von Melee Charge anwenden.,true,boolean,tier 3 heavy-melee conversion active,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]","Gilt nicht als normaler Heavy-Melee-Angriff für getrennte Nicht-Item-Mechaniken, die einen echten Heavy-Melee-Input verlangen."
HINT-0092,drifter,drifter_rend,drifter_rend::use_heavy_melee,item_effect,upgrade_melee_charge::eff_bonus_heavy_melee_damage,triggers,heavy_melee_effect_trigger,Das Upgrade wandelt den Melee-Anteil in Heavy Melee um und kann dadurch den dokumentierten Heavy-Melee-Effekt von Melee Charge anwenden.,true,boolean,tier 3 heavy-melee conversion active,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]","Gilt nicht als normaler Heavy-Melee-Angriff für getrennte Nicht-Item-Mechaniken, die einen echten Heavy-Melee-Input verlangen."
HINT-0093,viscous,viscous_puddle_punch,viscous_puddle_punch::use_heavy_melee,item_effect,upgrade_melee_charge::eff_bonus_heavy_melee_damage,triggers,heavy_melee_effect_trigger,Das Upgrade wandelt den Melee-Anteil in Heavy Melee um und kann dadurch den dokumentierten Heavy-Melee-Effekt von Melee Charge anwenden.,true,boolean,tier 3 heavy-melee conversion active,ability target,documented,Minor Update - 08-22-2026,high,"[""HSRC-0008"",""SRC-0004"",""SRC-0005""]","Gilt nicht als normaler Heavy-Melee-Angriff für getrennte Nicht-Item-Mechaniken, die einen echten Heavy-Melee-Input verlangen."
